suggerisco suggerisci suggerisce suggeriamo suggerite suggeriscono 
occo occhi occa occhiamo occate occano 
tavolo tavoli tavola tavoliamo tavolate tavolano 
sono sei è siamo siete sono 
coperto coperti coperta copertiamo copertate copertano 
giro giri gira giriamo girate girano 
servo servi serve serviamo servite servono 
sono sei è siamo siete sono 
accendo accendi accende accendiamo accendete accendono 
preparo prepari prepara prepariamo preparate preparano 
guardo guardi guarda guardiamo guardate guardano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
tiro tiri tira tiriamo tirate tirano 
dò dai da diamo date danno 
so sai sa sappiamo sapete sanno 
chiamo chiami chiama chiamiamo chiamate chiamano 
vengo vieni viene veniamo venite vengono 
dò dai da diamo date danno 
divento diventi diventa diventiamo diventate diventano 
rapino rapini rapina rapiniamo rapinate rapinano 
colpo colpi colpa colpiamo colpate colpano 
dopo dopi dopa dopiamo dopate dopano 
rapino rapini rapina rapiniamo rapinate rapinano 
tavolo tavoli tavola tavoliamo tavolate tavolano 
piazzo piazzi piazza piazziamo piazzate piazzano 
ricevo ricevi riceve riceviamo ricevete ricevono 
giorno giorni giorna giorniamo giornate giornano 
sono sei è siamo siete sono 
faccio fai fa faciamo facete facciono 
parecchio parecchi parecchia parecchiamo parecchiate parecchiano 
condotto condotti condotta condottiamo condottate condottano 
sono sei è siamo siete sono 
torno torni torna torniamo tornate tornano 
sono sei è siamo siete sono 
emigro emigri emigra emigriamo emigrate emigrano 
sono sei è siamo siete sono 
testo testi testa testiamo testate testano 
cresco cresci cresce cresciamo crescete crescono 
tengo tieni tiene teniamo tenete tengono 
naso nasi nasa nasiamo nasate nasano 
barbo barbi barba barbiamo barbate barbano 
bianco bianchi bianca bianchiamo biancate biancano 
paio pari pare paiamo parete paiono 
giorno giorni giorna giorniamo giornate giornano 
incavo incavi incava incaviamo incavate incavano 
sembro sembri sembra sembriamo sembrate sembrano 
ciuffo ciuffi ciuffa ciuffiamo ciuffate ciuffano 
pelo peli pela peliamo pelate pelano 
como comi come comiamo comete comono 
sbianco sbianchi sbianca sbianchiamo sbiancate sbiancano 
completo completi completa completiamo completate completano 
azzurro azzurri azzurra azzurriamo azzurrate azzurrano 
paio pari pare paiamo parete paiono 
poggio poggi poggia poggiamo poggiate poggiano 
lucido lucidi lucida lucidiamo lucidate lucidano 
cateno cateni catena cateniamo catenate catenano 
spunto spunti spunta spuntiamo spuntate spuntano 
petto petti petta pettiamo pettate pettano 
polso polsi polsa polsiamo polsate polsano 
porto porti porta portiamo portate portano 
massiccio massicci massiccia massicciamo massicciate massicciano 
faccio fai fa faciamo facete facciono 
sbaglio sbagli sbaglia sbagliamo sbagliate sbagliano 
strano strani strana straniamo stranate stranano 
sono sei è siamo siete sono 
indico indichi indica indichiamo indicate indicano 
guardo guardi guarda guardiamo guardate guardano 
faccio fai fa faciamo facete facciono 
guardo guardi guarda guardiamo guardate guardano 
stronzo stronzi stronza stronziamo stronzate stronzano 
prendo prendi prende prendiamo prendete prendono 
stecco stecchi stecca stecchiamo steccate steccano 
comincio cominci comincia cominciamo cominciate cominciano 
dento denti denta dentiamo dentate dentano 
sono sei è siamo siete sono 
piego pieghi piega pieghiamo piegate piegano 
tavolo tavoli tavola tavoliamo tavolate tavolano 
faccio fai fa faciamo facete facciono 
disegno disegni disegna disegniamo disegnate disegnano 
precido precidi precide precidiamo precidete precidono 
sgrido sgridi sgrida sgridiamo sgridate sgridano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
sono sei è siamo siete sono 
gratto gratti gratta grattiamo grattate grattano 
golo goli gola goliamo golate golano 
detto detti detta dettiamo dettate dettano 
devo devi deve dobbiamo dovete debbono 
fiacco fiacchi fiacca fiacchiamo fiaccate fiaccano 
sono sei è siamo siete sono 
stato stati stata statiamo statate statano 
cazzo cazzi cazza cazziamo cazzate cazzano 
faccio fai fa faciamo facete facciono 
stronzo stronzi stronza stronziamo stronzate stronzano 
stronzo stronzi stronza stronziamo stronzate stronzano 
sto stai sta stiamo state stanno 
butto butti butta buttiamo buttate buttano 
stecco stecchi stecca stecchiamo steccate steccano 
sto stai sta stiamo state stanno 
pentire penuriare penzigliare penzolare pepare peptizzare 
como comi come comiamo comete comono 
devo devi deve dobbiamo dovete debbono 
anagrammatizzo anagrammatizzi anagrammatizza anagrammatizziamo anagrammatizzate anagrammatizzano 
devo devi deve dobbiamo dovete debbono 
stampello stampelli stampella stampelliamo stampellate stampellano 
sto stai sta stiamo state stanno 
pongo poni pone poniamo ponete pongono 
provo provi prova proviamo provate provano 
riavvolgere riazionare riazzannare riazzeccare riazzuffare ribaciare 
ascolto ascolti ascolta ascoltiamo ascoltate ascoltano 
tranquillo tranquilli tranquilla tranquilliamo tranquillate tranquillano 
sono sei è siamo siete sono 
ancoro ancori ancora ancoriamo ancorate ancorano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
cazzo cazzi cazza cazziamo cazzate cazzano 
sono sei è siamo siete sono 
so sai sa sappiamo sapete sanno 
rendo rendi rende rendiamo rendete rendono 
como comi come comiamo comete comono 
sono sei è siamo siete sono 
tranquillo tranquilli tranquilla tranquilliamo tranquillate tranquillano 
sicuro sicuri sicura sicuriamo sicurate sicurano 
infilo infili infila infiliamo infilate infilano 
cerco cerchi cerca cerchiamo cercate cercano 
rispio rispii rispia rispiamo rispiate rispiano 
ingoio ingoi ingoia ingoiamo ingoiate ingoiano 
abbasso abbassi abbassa abbassiamo abbassate abbassano 
sguardo sguardi sguarda sguardiamo sguardate sguardano 
chiamo chiami chiama chiamiamo chiamate chiamano 
sono sei è siamo siete sono 
como comi come comiamo comete comono 
dò dai da diamo date danno 
fianco fianchi fianca fianchiamo fiancate fiancano 
parlo parli parla parliamo parlate parlano 
sono sei è siamo siete sono 
capo capi capa capiamo capate capano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
arrivo arrivi arriva arriviamo arrivate arrivano 
insulto insulti insulta insultiamo insultate insultano 
caccio cacci caccia cacciamo cacciate cacciano 
parlo parli parla parliamo parlate parlano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
ricomincio ricominci ricomincia ricominciamo ricominciate ricominciano 
dento denti denta dentiamo dentate dentano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
sono sei è siamo siete sono 
como comi come comiamo comete comono 
stampello stampelli stampella stampelliamo stampellate stampellano 
comprendo comprendi comprende comprendiamo comprendete comprendono 
detto detti detta dettiamo dettate dettano 
alzo alzi alza alziamo alzate alzano 
spegno spegni spegna spegniamo spegnate spegnano 
— — luce — — lucono 
faccio fai fa faciamo facete facciono 
mammo mammi mamma mammiamo mammate mammano 
spengo spegni spegne spegniamo spegnete spengono 
— — luce — — lucono 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
gi(u)oco gi(u)ochi gi(u)oca giochiamo giocate gi(u)ocano 
porto porti porta portiamo portate portano 
visto visti vista vistiamo vistate vistano 
schermo schermi scherma schermiamo schermate schermano 
parlo parli parla parliamo parlate parlano 
scontro scontri scontra scontriamo scontrate scontrano 
treno treni trena treniamo trenate trenano 
sono sei è siamo siete sono 
moro mori more moriamo morete morono 
importo importi importa importiamo importate importano 
verso versi versa versiamo versate versano 
loro lori lora loriamo lorate lorano 
parlo parli parla parliamo parlate parlano 
parlo parli parla parliamo parlate parlano 
interesso interessi interessa interessiamo interessate interessano 
sbuffo sbuffi sbuffa sbuffiamo sbuffate sbuffano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
anagrammatizzo anagrammatizzi anagrammatizza anagrammatizziamo anagrammatizzate anagrammatizzano 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
pipisco pipisci pipisce pipiamo pipite pipiscono 
arreto arreti arreta arretiamo arretate arretano 
entro entri entra entriamo entrate entrano 
faccio fai fa faciamo facete facciono 
sono sei è siamo siete sono 
esprobro esprobri esprobra esprobriamo esprobrate esprobrano 
esco esci esce usciamo uscite escono 
sono sei è siamo siete sono 
alzo alzi alza alziamo alzate alzano 
sono sei è siamo siete sono 
appiccico appiccichi appiccica appiccichiamo appiccicate appiccicano 
pavimento pavimenti pavimenta pavimentiamo pavimentate pavimentano 
tavolo tavoli tavola tavoliamo tavolate tavolano 
sono sei è siamo siete sono 
torno torni torna torniamo tornate tornano 
tiro tiri tira tiriamo tirate tirano 
sospiro sospiri sospira sospiriamo sospirate sospirano 
ricomincio ricominci ricomincia ricominciamo ricominciate ricominciano 
autolimitare automaticizzare automatizzare automigliorare automizzare autonomizzare 
porto porti porta portiamo portate portano 
sono sei è siamo siete sono 
urlo urli urla urliamo urlate urlano 
allungo allunghi allunga allunghiamo allungate allungano 
collo colli colla colliamo collate collano 
colpo colpi colpa colpiamo colpate colpano 
buco buchi buca buchiamo bucate bucano 
pulisco pulisci pulisce puliamo pulite puliscono 
pettino pettini pettina pettiniamo pettinate pettinano 
bello belli bella belliamo bellate bellano 
quadretto quadretti quadretta quadrettiamo quadrettate quadrettano 
sorrido sorridi sorride sorridiamo sorridete sorridono 
mango mani mane maniamo manete mangono 
stringo stringi stringe stringiamo stringete stringono 
treno treni trena treniamo trenate trenano 
proseguo prosegui prosegue proseguiamo proseguite proseguono 
sosto sosti sosta sostiamo sostate sostano 
figlio figli figlia figliamo figliate figliano 
rapisco rapisci rapisce rapiamo rapite rapiscono 
faccio fai fa faciamo facete facciono 
sto stai sta stiamo state stanno 
seguo segui segue seguiamo seguite seguono 
pisto pisti pista pistiamo pistate pistano 
sento senti sente sentiamo sentite sentono 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
sono sei è siamo siete sono 
chiamo chiami chiama chiamiamo chiamate chiamano 
oro ori ora oriamo orate orano 
appello appelli appella appelliamo appellate appellano 
registro registri registra registriamo registrate registrano 
mattino mattini mattina mattiniamo mattinate mattinano 
oro ori ora oriamo orate orano 
cazzo cazzi cazza cazziamo cazzate cazzano 
voglio vuoi vuole vogliamo volete vogliono 
detto detti detta dettiamo dettate dettano 
ringhio ringhi ringhia ringhiamo ringhiate ringhiano 
dò dai da diamo date danno 
schiaffo schiaffi schiaffa schiaffiamo schiaffate schiaffano 
sono sei è siamo siete sono 
basto basti basta bastiamo bastate bastano 
strillo strilli strilla strilliamo strillate strillano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
sono sei è siamo siete sono 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
sono sei è siamo siete sono 
bello belli bella belliamo bellate bellano 
pieno pieni piena pieniamo pienate pienano 
libro libri libra libriamo librate librano 
occo occhi occa occhiamo occate occano 
lucido lucidi lucida lucidiamo lucidate lucidano 
stringo stringi stringe stringiamo stringete stringono 
mango mani mane maniamo manete mangono 
como comi come comiamo comete comono 
devo devi deve dobbiamo dovete debbono 
scapo scapi scapa scapiamo scapate scapano 
naso nasi nasa nasiamo nasate nasano 
detto detti detta dettiamo dettate dettano 
rivolgo rivolgi rivolge rivolgiamo rivolgete rivolgono 
figlio figli figlia figliamo figliate figliano 
imploro implori implora imploriamo implorate implorano 
educo educhi educa educhiamo educate educano 
imploro implori implora imploriamo implorate implorano 
sicuro sicuri sicura sicuriamo sicurate sicurano 
conosco conosci conosce conosciamo conoscete conoscono 
figlio figli figlia figliamo figliate figliano 
sono sei è siamo siete sono 
certo certi certa certiamo certate certano 
posso puoi può possiamo potete possono 
voglio vuoi vuole vogliamo volete vogliono 
diposito dipositi diposita dipositiamo dipositate dipositano 
porto porti porta portiamo portate portano 
riscatto riscatti riscatta riscattiamo riscattate riscattano 
sono sei è siamo siete sono 
marito mariti marita maritiamo maritate maritano 
sono sei è siamo siete sono 
posseggo possiedi possiede possediamo possedete posseggono 
riassociare riassoggettare riassoldare riassolvere riassommare riassopire 
noio noi noia noiamo noiate noiano 
minaccio minacci minaccia minacciamo minacciate minacciano 
orecchio orecchi orecchia orecchiamo orecchiate orecchiano 
prego preghi prega preghiamo pregate pregano 
supplico supplichi supplica supplichiamo supplicate supplicano 
sono sei è siamo siete sono 
occo occhi occa occhiamo occate occano 
prendo prendi prende prendiamo prendete prendono 
fiato fiati fiata fiatiamo fiatate fiatano 
faccio fai fa faciamo facete facciono 
rendo rendi rende rendiamo rendete rendono 
merito meriti merita meritiamo meritate meritano 
so sai sa sappiamo sapete sanno 
esprobro esprobri esprobra esprobriamo esprobrate esprobrano 
mammo mammi mamma mammiamo mammate mammano 
dimentico dimentichi dimentica dimentichiamo dimenticate dimenticano 
voglio vuoi vuole vogliamo volete vogliono 
faccio fai fa faciamo facete facciono 
segno segni segna segniamo segnate segnano 
taglio tagli taglia tagliamo tagliate tagliano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
imparo impari impara impariamo imparate imparano 
paperare papillare papineggiare pappagallare pappagalleggiare pappare 
ricomincio ricominci ricomincia ricominciamo ricominciate ricominciano 
uniformo uniformi uniforma uniformiamo uniformate uniformano 
sono sei è siamo siete sono 
infilo infili infila infiliamo infilate infilano 
chiudo chiudi chiude chiudiamo chiudete chiudono 
porto porti porta portiamo portate portano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
premedito premediti premedita premeditiamo premeditate premeditano 
pipisco pipisci pipisce pipiamo pipite pipiscono 
scroscio scrosci scroscia scrosciamo scrosciate scrosciano 
brillo brilli brilla brilliamo brillate brillano 
— — luce — — lucono 
devio devi devia deviamo deviate deviano 
unizzo unizzi unizza unizziamo unizzate unizzano 
mammo mammi mamma mammiamo mammate mammano 
esco esci esce esciamo escite escono 
prendo prendi prende prendiamo prendete prendono 
vendo vendi vende vendiamo vendete vendono 
sono sei è siamo siete sono 
giorno giorni giorna giorniamo giornate giornano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
cattivo cattivi cattiva cattiviamo cattivate cattivano 
sono sei è siamo siete sono 
dò dai da diamo date danno 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
sono sei è siamo siete sono 
servo servi serva serviamo servate servano 
immagino immagini immagina immaginiamo immaginate immaginano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
ridò ridai ridà ridiamo ridate ridanno 
faccio fai fa faciamo facete facciono 
mammo mammi mamma mammiamo mammate mammano 
sto stai sta stiamo state stanno 
veggo vedi vede vediamo vedete vedono 
voglio vuoi vuole vogliamo volete vogliono 
diposito dipositi diposita dipositiamo dipositate dipositano 
importo importi importa importiamo importate importano 
figlio figli figlia figliamo figliate figliano 
voglio vuoi vuole vogliamo volete vogliono 
svociferare svogliare svolacchiare svolare svolazzare svolere 
faccio fai fa faciamo facete facciono 
sobbalzo sobbalzi sobbalza sobbalziamo sobbalzate sobbalzano 
sono sei è siamo siete sono 
volto volti volta voltiamo voltate voltano 
lego legi lege legiamo legete legono 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
rimetto rimetti rimette rimettiamo rimettete rimettono 
pipisco pipisci pipisce pipiamo pipite pipiscono 
veggo vedi vede vediamo vedete vedono 
scappo scappi scappa scappiamo scappate scappano 
dico dici dice diciamo dicete dicono 
sono sei è siamo siete sono 
posso puoi può possiamo potete possono 
sollevo sollevi solleva solleviamo sollevate sollevano 
litigo litighi litiga litighiamo litigate litigano 
sono sei è siamo siete sono 
butto butti butta buttiamo buttate buttano 
gi(u)oco gi(u)ochi gi(u)oca giochiamo giocate gi(u)ocano 
tombolo tomboli tombola tomboliamo tombolate tombolano 
tombolo tomboli tombola tomboliamo tombolate tombolano 
tiro tiri tira tiriamo tirate tirano 
sto stai sta stiamo state stanno 
vinco vinci vince vinciamo vincete vincono 
arrivo arrivi arriva arriviamo arrivate arrivano 
oro ori ora oriamo orate orano 
riesco riesci riesce riusciamo riuscite riescono 
vado vai va andiamo andate vanno 
continuo continui continua continuiamo continuate continuano 
uniformo uniformi uniforma uniformiamo uniformate uniformano 
scendo scendi scende scendiamo scendete scendono 
so sai sa sappiamo sapete sanno 
racconto racconti racconta raccontiamo raccontate raccontano 
favolo favoli favola favoliamo favolate favolano 
addormento addormenti addormenta addormentiamo addormentate addormentano 
racconto racconti racconta raccontiamo raccontate raccontano 
sono sei è siamo siete sono 
nascondo nascondi nasconde nascondiamo nascondete nascondono 
finisco finisci finisce finiamo finite finiscono 
sbaglio sbagli sbaglia sbagliamo sbagliate sbagliano 
piaccio piaci piace piaciamo piacete piaciono 
storio stori storia storiamo storiate storiano 
sono sei è siamo siete sono 
temo temi teme temiamo temete temono 
amico amichi amica amichiamo amicate amicano 
torno torni torna torniamo tornate tornano 
racconto racconti racconta raccontiamo raccontate raccontano 
volto volti volta voltiamo voltate voltano 
chiedo chiedi chiede chiediamo chiedete chiedono 
favolo favoli favola favoliamo favolate favolano 
sono sei è siamo siete sono 
onoro onori onora onoriamo onorate onorano 
sono sei è siamo siete sono 
conosco conosci conosce conosciamo conoscete conoscono 
so sai sa sappiamo sapete sanno 
devo devi deve dobbiamo dovete debbono 
ammattono ammattoni ammattona ammattoniamo ammattonate ammattonano 
sono sei è siamo siete sono 
conosco conosci conosce conosciamo conoscete conoscono 
conosco conosci conosce conosciamo conoscete conoscono 
ricordo ricordi ricorda ricordiamo ricordate ricordano 
favolo favoli favola favoliamo favolate favolano 
racconto racconti racconta raccontiamo raccontate raccontano 
volto volti volta voltiamo voltate voltano 
racconto racconti racconta raccontiamo raccontate raccontano 
ricordo ricordi ricorda ricordiamo ricordate ricordano 
vado vai va andiamo andate vanno 
tendo tendi tenda tendiamo tendate tendano 
sento senti sente sentiamo sentite sentono 
strillo strilli strilla strilliamo strillate strillano 
cucino cucini cucina cuciniamo cucinate cucinano 
metto metti mette mettiamo mettete mettono 
lego legi lege legiamo legete legono 
sono sei è siamo siete sono 
testo testi testa testiamo testate testano 
sussurro sussurri sussurra sussurriamo sussurrate sussurrano 
orecchio orecchi orecchia orecchiamo orecchiate orecchiano 
arrampico arrampichi arrampica arrampichiamo arrampicate arrampicano 
albero alberi albera alberiamo alberate alberano 
frutto frutti frutta fruttiamo fruttate fruttano 
giorno giorni giorna giorniamo giornate giornano 
sto stai sta stiamo state stanno 
sono sei è siamo siete sono 
strego streghi strega streghiamo stregate stregano 
lancio lanci lancia lanciamo lanciate lanciano 
interrompo interrompi interrompe interrompiamo interrompete interrompono 
detto detti detta dettiamo dettate dettano 
strego streghi strega streghiamo stregate stregano 
sopro sopri sopra sopriamo soprate soprano 
naso nasi nasa nasiamo nasate nasano 
mangio mangi mangia mangiamo mangiate mangiano 
sono sei è siamo siete sono 
racconto racconti racconta raccontiamo raccontate raccontano 
veggo vedi vede vediamo vedete vedono 
taglio tagli taglia tagliamo tagliate tagliano 
metto metti mette mettiamo mettete mettono 
attacco attacchi attacca attacchiamo attaccate attaccano 
como comi come comiamo comete comono 
pelliccio pellicci pelliccia pellicciamo pellicciate pellicciano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
storio stori storia storiamo storiate storiano 
lancio lanci lancia lanciamo lanciate lanciano 
sono sei è siamo siete sono 
ridanzo ridanzi ridanza ridanziamo ridanzate ridanzano 
piaccio piaci piace piaciamo piacete piaciono 
strego streghi strega streghiamo stregate stregano 
detto detti detta dettiamo dettate dettano 
lancio lanci lancia lanciamo lanciate lanciano 
piscio pisci piscia pisciamo pisciate pisciano 
strego streghi strega streghiamo stregate stregano 
vomisco vomisci vomisce vomiamo vomite vomiscono 
dò dai da diamo date danno 
valgo vali vale valiamo valete valgono 
scemo scemi scema scemiamo scemate scemano 
posso puoi può possiamo potete possono 
calmo calmi calma calmiamo calmate calmano 
faccio fai fa faciamo facete facciono 
rompo rompi rompe rompiamo rompete rompono 
sono sei è siamo siete sono 
scendo scendi scende scendiamo scendete scendono 
dò dai da diamo date danno 
strego streghi strega streghiamo stregate stregano 
prendo prendi prende prendiamo prendete prendono 
sono sei è siamo siete sono 
metto metti mette mettiamo mettete mettono 
spallo spalli spalla spalliamo spallate spallano 
mangio mangi mangia mangiamo mangiate mangiano 
sono sei è siamo siete sono 
pesanto pesanti pesanta pesantiamo pesantate pesantano 
strego streghi strega streghiamo stregate stregano 
faccio fai fa faciamo facete facciono 
devo devi deve dobbiamo dovete debbono 
fedecommetto fedecommetti fedecommette fedecommettiamo fedecommettete fedecommettono 
certo certi certa certiamo certate certano 
pungo pugni pugne pugniamo pugnete pungono 
devo devi deve dobbiamo dovete debbono 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
pipisco pipisci pipisce pipiamo pipite pipiscono 
lascio lasci lascia lasciamo lasciate lasciano 
sono sei è siamo siete sono 
albero alberi albera alberiamo alberate alberano 
taglio tagli taglia tagliamo tagliate tagliano 
cordo cordi corda cordiamo cordate cordano 
sono sei è siamo siete sono 
esco esci esce usciamo uscite escono 
ficco ficchi ficca ficchiamo ficcate ficcano 
detto detti detta dettiamo dettate dettano 
apposto apposti apposta appostiamo appostate appostano 
vanvereggio vanvereggi vanvereggia vanvereggiamo vanvereggiate vanvereggiano 
conosco conosci conosce conosciamo conoscete conoscono 
sono sei è siamo siete sono 
lascio lasci lascia lasciamo lasciate lasciano 
panno panni panna panniamo pannate pannano 
vicino vicini vicina viciniamo vicinate vicinano 
arrivo arrivi arriva arriviamo arrivate arrivano 
lavo lavi lava laviamo lavate lavano 
sto stai sta stiamo state stanno 
so sai sa sappiamo sapete sanno 
metto metti mette mettiamo mettete mettono 
detto detti detta dettiamo dettate dettano 
strego streghi strega streghiamo stregate stregano 
riprendo riprendi riprende riprendiamo riprendete riprendono 
metto metti mette mettiamo mettete mettono 
sono sei è siamo siete sono 
detto detti detta dettiamo dettate dettano 
vengo vieni viene veniamo venite vengono 
apro apri apre apriamo aprite aprono 
preparo prepari prepara prepariamo preparate preparano 
boccacceggio boccacceggi boccacceggia boccacceggiamo boccacceggiate boccacceggiano 
metto metti mette mettiamo mettete mettono 
strego streghi strega streghiamo stregate stregano 
vuoto vuoti vuota vuotiamo vuotate vuotano 
sono sei è siamo siete sono 
salto salti salta saltiamo saltate saltano 
comincio cominci comincia cominciamo cominciate cominciano 
sono sei è siamo siete sono 
scendo scendi scende scendiamo scendete scendono 
comincio cominci comincia cominciamo cominciate cominciano 
butto butti butta buttiamo buttate buttano 
strego streghi strega streghiamo stregate stregano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
censuro censuri censura censuriamo censurate censurano 
trovo trovi trova troviamo trovate trovano 
sono sei è siamo siete sono 
pongo poni pone poniamo ponete pongono 
sono sei è siamo siete sono 
detto detti detta dettiamo dettate dettano 
mangio mangi mangia mangiamo mangiate mangiano 
sono sei è siamo siete sono 
dormo dormi dorme dormiamo dormite dormono 
sono sei è siamo siete sono 
brutto brutti brutta bruttiamo bruttate bruttano 
storio stori storia storiamo storiate storiano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
sono sei è siamo siete sono 
ritrovo ritrovi ritrova ritroviamo ritrovate ritrovano 
bagno bagni bagna bagniamo bagnate bagnano 
matto matti matta mattiamo mattate mattano 
dopo dopi dopa dopiamo dopate dopano 
apro apri apre apriamo aprite aprono 
porto porti porta portiamo portate portano 
sto stai sta stiamo state stanno 
faccio fai fa faciamo facete facciono 
barbo barbi barba barbiamo barbate barbano 
testo testi testa testiamo testate testano 
pendo pendi pende pendiamo pendete pendono 
liso lisi lisa lisiamo lisate lisano 
ingiallisco ingiallisci ingiallisce ingialliamo ingiallite ingialliscono 
dò dai da diamo date danno 
esco esci esce usciamo uscite escono 
trampolo trampoli trampola trampoliamo trampolate trampolano 
secco secchi secca secchiamo seccate seccano 
pelo peli pela peliamo pelate pelano 
porto porti porta portiamo portate portano 
aspro aspri aspra aspriamo asprate asprano 
nascondo nascondi nasconde nascondiamo nascondete nascondono 
sono sei è siamo siete sono 
giro giri gira giriamo girate girano 
verso versi versa versiamo versate versano 
squadro squadri squadra squadriamo squadrate squadrano 
occo occhi occa occhiamo occate occano 
gonfio gonfi gonfia gonfiamo gonfiate gonfiano 
coperto coperti coperta copertiamo copertate copertano 
schiumo schiumi schiuma schiumiamo schiumate schiumano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
punto punti punta puntiamo puntate puntano 
petto petti petta pettiamo pettate pettano 
sono sei è siamo siete sono 
giorno giorni giorna giorniamo giornate giornano 
allungo allunghi allunga allunghiamo allungate allungano 
rispio rispii rispia rispiamo rispiate rispiano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
pulisco pulisci pulisce puliamo pulite puliscono 
rasoio rasoi rasoia rasoiamo rasoiate rasoiano 
so sai sa sappiamo sapete sanno 
endico endichi endica endichiamo endicate endicano 
insegno insegni insegna insegniamo insegnate insegnano 
scuso scusi scusa scusiamo scusate scusano 
resto resti resta restiamo restate restano 
impalo impali impala impaliamo impalate impalano 
como comi come comiamo comete comono 
veggo vedi vede vediamo vedete vedono 
storpio storpi storpia storpiamo storpiate storpiano 
cerco cerchi cerca cerchiamo cercate cercano 
faccio fai fa faciamo facete facciono 
ricomincio ricominci ricomincia ricominciamo ricominciate ricominciano 
collo colli colla colliamo collate collano 
figlio figli figlia figliamo figliate figliano 
squadro squadri squadra squadriamo squadrate squadrano 
attraverso attraversi attraversa attraversiamo attraversate attraversano 
sono sei è siamo siete sono 
diposito dipositi diposita dipositiamo dipositate dipositano 
prendo prendi prende prendiamo prendete prendono 
dò dai da diamo date danno 
sono sei è siamo siete sono 
esco esci esce esciamo escite escono 
chiudo chiudi chiude chiudiamo chiudete chiudono 
porto porti porta portiamo portate portano 
corro corri corre corriamo correte corrono 
dò dai da diamo date danno 
mammo mammi mamma mammiamo mammate mammano 
tolgo togli toglie togliamo togliete tolgono 
lego legi lege legiamo legete legono 
vesto vesti veste vestiamo vestite vestono 
sono sei è siamo siete sono 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
bagno bagni bagna bagniamo bagnate bagnano 
dò dai da diamo date danno 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
detto detti detta dettiamo dettate dettano 
vengo vieni viene veniamo venite vengono 
giorno giorni giorna giorniamo giornate giornano 
sollevo sollevi solleva solleviamo sollevate sollevano 
rigiro rigiri rigira rigiriamo rigirate rigirano 
decido decidi decide decidiamo decidete decidono 
dormo dormi dorme dormiamo dormite dormono 
lego legi lege legiamo legete legono 
noio noi noia noiamo noiate noiano 
lego legi lege legiamo legete legono 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
dormo dormi dorme dormiamo dormite dormono 
prendo prendi prende prendiamo prendete prendono 
respiro respiri respira respiriamo respirate respirano 
scemo scemi scema scemiamo scemate scemano 
giorno giorni giorna giorniamo giornate giornano 
posso puoi può possiamo possete possono 
dormo dormi dorme dormiamo dormite dormono 
diposito dipositi diposita dipositiamo dipositate dipositano 
comincio cominci comincia cominciamo cominciate cominciano 
metallizzo metallizzi metallizza metallizziamo metallizzate metallizzano 
dò dai da diamo date danno 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
sono sei è siamo siete sono 
getto getti getta gettiamo gettate gettano 
sono sei è siamo siete sono 
aggrappo aggrappi aggrappa aggrappiamo aggrappate aggrappano 
prego preghi prega preghiamo pregate pregano 
voglio vuoi vuole vogliamo volete vogliono 
donneggio donneggi donneggia donneggiamo donneggiate donneggiano 
prego preghi prega preghiamo pregate pregano 
voglio vuoi vuole vogliamo volete vogliono 
stampello stampelli stampella stampelliamo stampellate stampellano 
lego legi lege legiamo legete legono 
sbuffo sbuffi sbuffa sbuffiamo sbuffate sbuffano 
sto stai sta stiamo state stanno 
prego preghi prega preghiamo pregate pregano 
metto metti mette mettiamo mettete mettono 
angolo angoli angola angoliamo angolate angolano 
faccio fai fa faciamo facete facciono 
detto detti detta dettiamo dettate dettano 
prego preghi prega preghiamo pregate pregano 
comincio cominci comincia cominciamo cominciate cominciano 
impipo impipi impipa impipiamo impipate impipano 
prego preghi prega preghiamo pregate pregano 
rimetto rimetti rimette rimettiamo rimettete rimettono 
